,sessionId,userId,item,type
153,Prolific Jan2021,5fa2be9d820efd4e33eee9fc,Combine,159.0
154,Prolific Jan2021,5fa2be9d820efd4e33eee9fc,Function,45.0
155,Prolific Jan2021,5fa2be9d820efd4e33eee9fc,ModifyMoves,36.0
156,Prolific Jan2021,5fa2be9d820efd4e33eee9fc,Repeat,156.0
157,Prolific Jan2021,5fc0c541c266bd597b286e98,Basic Commands,93.0
158,Prolific Jan2021,5fc0c541c266bd597b286e98,Challenge,840.0
159,Prolific Jan2021,5fc0c541c266bd597b286e98,Combine,147.0
160,Prolific Jan2021,5fc0c541c266bd597b286e98,Function,12.0
161,Prolific Jan2021,5fc0c541c266bd597b286e98,ModifyMoves,3.0
162,Prolific Jan2021,5fc0c541c266bd597b286e98,Repeat,96.0
163,Prolific Jan2021,5fc3df4c86fa277559d373c2,Basic Commands,60.0
164,Prolific Jan2021,5fc3df4c86fa277559d373c2,Challenge,528.0
165,Prolific Jan2021,5fc3df4c86fa277559d373c2,Combine,129.0
166,Prolific Jan2021,5fc3df4c86fa277559d373c2,Function,12.0
167,Prolific Jan2021,5fc3df4c86fa277559d373c2,ModifyMoves,3.0
168,Prolific Jan2021,5fc3df4c86fa277559d373c2,Repeat,84.0
169,Prolific Jan2021,5fc8d1b43e9eb32a22d4da4d,Basic Commands,54.0
170,Prolific Jan2021,5fc8d1b43e9eb32a22d4da4d,Challenge,1104.0
171,Prolific Jan2021,5fc8d1b43e9eb32a22d4da4d,Combine,330.0
172,Prolific Jan2021,5fc8d1b43e9eb32a22d4da4d,Function,69.0
173,Prolific Jan2021,5fc8d1b43e9eb32a22d4da4d,ModifyMoves,3.0
174,Prolific Jan2021,5fc8d1b43e9eb32a22d4da4d,Repeat,564.0
175,Prolific Jan2021,5fdde74bfdb6e64c26da591a,Basic Commands,162.0
176,Prolific Jan2021,5fdde74bfdb6e64c26da591a,Challenge,372.0
177,Prolific Jan2021,5fdde74bfdb6e64c26da591a,Combine,123.0
178,Prolific Jan2021,5fdde74bfdb6e64c26da591a,Function,369.0
179,Prolific Jan2021,5fdde74bfdb6e64c26da591a,ModifyMoves,36.0
180,Prolific Jan2021,5fdde74bfdb6e64c26da591a,Repeat,375.0
181,Prolific Jan2021,5eda126ec6a418029cb19e91,Combine,
