userId,data,date,type,currentView,item
bachbumbeng,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_pickup_stone"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""turn right""></mutation><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_place_stone"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""276""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_move""></block></next></block></next></block></statement></block></xml>",2021-01-08T10:36:03.778Z,UPDATE_CODE_move,MethodsStepUp,Function
bachbumbeng,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_pickup_stone"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""turn right""></mutation><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_place_stone"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""276""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_move""></block></next></block></next></block></statement></block></xml>",2021-01-08T10:36:03.810Z,UPDATE_CODE_move,MethodsStepUp,Function
bachbumbeng,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_pickup_stone"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""turn right""></mutation><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_place_stone"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""276""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_move""></block></next></block></next></block></statement></block></xml>",2021-01-08T10:36:03.855Z,UPDATE_CODE_delete,MethodsStepUp,Function
bachbumbeng,,2021-01-08T10:36:09.307Z,TIMEDOUT,MethodsStepUp,Function
bachbumbeng,MethodsStepUp,2021-01-08T10:36:11.012Z,UPDATE_CURRENT_VIEW,dashboard,Function
bachbumbeng,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_pickup_stone"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""turn right""></mutation><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_place_stone"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""276""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left""><next><block type=""karel_move""></block></next></block></statement></block></xml>",2021-01-08T10:36:15.373Z,UPDATE_CODE_move,MethodsStepUp,Function
bachbumbeng,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_pickup_stone"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""turn right""></mutation><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_place_stone"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""276""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left""><next><block type=""karel_move""></block></next></block></statement></block></xml>",2021-01-08T10:36:15.403Z,UPDATE_CODE_move,MethodsStepUp,Function
bachbumbeng,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_pickup_stone"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""turn right""></mutation><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_place_stone"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""276""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left""><next><block type=""karel_move""></block></next></block></statement></block></xml>",2021-01-08T10:36:15.449Z,UPDATE_CODE_delete,MethodsStepUp,Function
bachbumbeng,MethodsStepUp,2021-01-08T10:38:00.942Z,UPDATE_CURRENT_VIEW,MethodsStepUp,Function
bachbumbeng,dashboard,2021-01-08T10:38:03.727Z,UPDATE_CURRENT_VIEW,MethodsStepUp,Function
bachbumbeng,CommandsMLMR,2021-01-08T10:38:06.652Z,UPDATE_CURRENT_VIEW,dashboard,Basic Commands
bachbumbeng,,2021-01-08T10:38:20.190Z,TIMEDOUT,CommandsMLMR,Basic Commands
bachbumbeng,MethodsStepUp,2021-01-08T10:38:23.388Z,UPDATE_CURRENT_VIEW,dashboard,Function
bachbumbeng,,2021-01-08T10:38:36.921Z,TIMEDOUT,MethodsStepUp,Function
bachbumbeng,MethodsStepUp,2021-01-08T10:38:42.828Z,UPDATE_CURRENT_VIEW,dashboard,Function
bachbumbeng,MethodsStepUp,2021-01-08T10:40:22.442Z,UPDATE_CURRENT_VIEW,MethodsStepUp,Function
bachbumbeng,MethodsStepUp,2021-01-08T10:45:17.378Z,UPDATE_CURRENT_VIEW,MethodsStepUp,Function
bachbumbeng,dashboard,2021-01-08T10:45:29.536Z,UPDATE_CURRENT_VIEW,MethodsStepUp,Function
bachbumbeng,MethodsStepUp,2021-01-08T10:45:31.687Z,UPDATE_CURRENT_VIEW,dashboard,Function
bachbumbeng,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_pickup_stone"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""turn right""></mutation><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_place_stone"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""276""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left""></block></statement></block></xml>",2021-01-08T10:45:35.382Z,UPDATE_CODE_move,MethodsStepUp,Function
bachbumbeng,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_pickup_stone"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""turn right""></mutation><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_place_stone"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""276""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left""></block></statement></block></xml>",2021-01-08T10:45:35.433Z,UPDATE_CODE_delete,MethodsStepUp,Function
bachbumbeng,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_pickup_stone"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""turn right""></mutation><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_place_stone"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""276""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left""><next><block type=""karel_move""></block></next></block></statement></block></xml>",2021-01-08T10:45:36.622Z,UPDATE_CODE_move,MethodsStepUp,Function
bachbumbeng,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_pickup_stone"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""turn right""></mutation><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_place_stone"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""276""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left""><next><block type=""karel_move""></block></next></block></statement></block></xml>",2021-01-08T10:45:36.651Z,UPDATE_CODE_finished_loading,MethodsStepUp,Function
bachbumbeng,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_pickup_stone"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""turn right""></mutation><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_place_stone"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""276""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left""><next><block type=""karel_move""></block></next></block></statement></block></xml>",2021-01-08T10:45:36.683Z,UPDATE_CODE_move,MethodsStepUp,Function
bachbumbeng,,2021-01-08T10:45:45.227Z,TIMEDOUT,MethodsStepUp,Function
bachbumbeng,MethodsStepUp,2021-01-08T10:45:46.561Z,UPDATE_CURRENT_VIEW,dashboard,Function
bachbumbeng,MethodsStepUp,2021-01-08T10:46:17.957Z,UPDATE_CURRENT_VIEW,MethodsStepUp,Function
bachbumbeng,dashboard,2021-01-08T10:46:30.801Z,UPDATE_CURRENT_VIEW,MethodsStepUp,Function
bachbumbeng,MethodsStepUp,2021-01-08T10:46:33.180Z,UPDATE_CURRENT_VIEW,dashboard,Function
bachbumbeng,,2021-01-08T10:46:46.726Z,TIMEDOUT,MethodsStepUp,Function
bachbumbeng,MethodsStepUp,2021-01-08T10:46:54.182Z,UPDATE_CURRENT_VIEW,dashboard,Function
bachbumbeng,MethodsStepUp,2021-01-08T10:47:16.647Z,UPDATE_CURRENT_VIEW,MethodsStepUp,Function
bachbumbeng,dashboard,2021-01-08T10:47:19.009Z,UPDATE_CURRENT_VIEW,MethodsStepUp,Function
bachbumbeng,MethodsStepUp,2021-01-08T10:47:20.860Z,UPDATE_CURRENT_VIEW,dashboard,Function
bachbumbeng,,2021-01-08T10:47:34.394Z,TIMEDOUT,MethodsStepUp,Function
bachbumbeng,MethodsStepUp,2021-01-08T10:47:41.877Z,UPDATE_CURRENT_VIEW,dashboard,Function
bachbumbeng,MethodsStepUp,2021-01-08T10:48:08.234Z,UPDATE_CURRENT_VIEW,MethodsStepUp,Function
bachbumbeng,dashboard,2021-01-08T10:48:11.615Z,UPDATE_CURRENT_VIEW,MethodsStepUp,Function
bachbumbeng,MethodsStepUp,2021-01-08T10:48:13.446Z,UPDATE_CURRENT_VIEW,dashboard,Function
bachbumbeng,,2021-01-08T10:48:26.985Z,TIMEDOUT,MethodsStepUp,Function
bachbumbeng,MethodsStepUp,2021-01-08T10:48:53.597Z,UPDATE_CURRENT_VIEW,dashboard,Function
bachbumbeng,MethodsStepUp,2021-01-08T10:49:18.779Z,UPDATE_CURRENT_VIEW,MethodsStepUp,Function
bachbumbeng,dashboard,2021-01-08T10:49:21.199Z,UPDATE_CURRENT_VIEW,MethodsStepUp,Function
bachbumbeng,MethodsStepUp,2021-01-08T10:49:22.418Z,UPDATE_CURRENT_VIEW,dashboard,Function
bachbumbeng,,2021-01-08T10:49:35.953Z,TIMEDOUT,MethodsStepUp,Function
bachbumbeng,MethodsStepUp,2021-01-08T10:49:54.282Z,UPDATE_CURRENT_VIEW,dashboard,Function
bachbumbeng,MethodsStepUp,2021-01-08T10:51:31.085Z,UPDATE_CURRENT_VIEW,MethodsStepUp,Function
bachbumbeng,dashboard,2021-01-08T10:51:34.311Z,UPDATE_CURRENT_VIEW,MethodsStepUp,Function
bachbumbeng,MethodsStepUp,2021-01-08T10:51:36.179Z,UPDATE_CURRENT_VIEW,dashboard,Function
bachbumbeng,,2021-01-08T10:51:49.721Z,TIMEDOUT,MethodsStepUp,Function
bachbumbeng,dashboard,2021-01-08T10:52:15.669Z,UPDATE_CURRENT_VIEW,dashboard,Function
bachbumbeng,MethodsStepUp,2021-01-08T10:52:17.533Z,UPDATE_CURRENT_VIEW,dashboard,Function
bachbumbeng,,2021-01-08T10:52:31.084Z,TIMEDOUT,MethodsStepUp,Function
bachbumbeng,dashboard,2021-01-08T10:52:38.392Z,UPDATE_CURRENT_VIEW,dashboard,Function
bachbumbeng,MethodsStepUp,2021-01-08T10:52:40.273Z,UPDATE_CURRENT_VIEW,dashboard,Function
bachbumbeng,MethodsStepUp,2021-01-08T10:52:49.971Z,UPDATE_CURRENT_VIEW,MethodsStepUp,Function
bachbumbeng,MethodsStepUp,2021-01-08T10:53:14.989Z,UPDATE_CURRENT_VIEW,MethodsStepUp,Function
bachbumbeng,dashboard,2021-01-08T10:53:18.095Z,UPDATE_CURRENT_VIEW,MethodsStepUp,Function
bachbumbeng,MethodsStepUp,2021-01-08T10:53:20.484Z,UPDATE_CURRENT_VIEW,dashboard,Function
bachbumbeng,,2021-01-08T10:53:34.022Z,TIMEDOUT,MethodsStepUp,Function
bachbumbeng,dashboard,2021-01-08T10:53:59.682Z,UPDATE_CURRENT_VIEW,dashboard,Function
bachbumbeng,MethodsStepUp,2021-01-08T10:54:02.282Z,UPDATE_CURRENT_VIEW,dashboard,Function
bachbumbeng,,2021-01-08T10:54:15.829Z,TIMEDOUT,MethodsStepUp,Function
bachbumbeng,dashboard,2021-01-08T10:54:23.718Z,UPDATE_CURRENT_VIEW,dashboard,Function
bachbumbeng,MethodsStepUp,2021-01-08T10:54:26.227Z,UPDATE_CURRENT_VIEW,dashboard,Function
bachbumbeng,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_pickup_stone"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""turn right""></mutation><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_place_stone"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""276""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_move""></block></statement></block></xml>",2021-01-08T10:54:29.750Z,UPDATE_CODE_move,MethodsStepUp,Function
bachbumbeng,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_pickup_stone"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""turn right""></mutation><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_place_stone"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""276""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_move""></block></statement></block></xml>",2021-01-08T10:54:29.781Z,UPDATE_CODE_move,MethodsStepUp,Function
